Injection,ImageIndex,Top_1,Top_2,Top_3,Top_4,Top_5,Golden,Bit,NoChange
27,49,6,0,7,4,5,6,27,False
27,50,9,1,0,3,8,9,27,False
27,51,8,4,6,9,7,8,27,False
27,52,2,7,3,0,1,0,27,False
27,53,3,5,6,4,2,3,27,False
27,54,8,0,1,9,4,8,27,False
27,55,8,9,2,0,5,8,27,False
27,56,7,5,3,4,2,7,27,False
27,57,7,3,5,6,9,7,27,False
27,58,5,7,4,3,2,4,27,False
27,59,3,5,6,1,0,6,27,False
27,60,7,5,3,4,1,7,27,False
27,61,5,3,6,7,4,3,27,False
27,62,3,1,9,2,5,3,27,False
27,63,2,6,4,9,7,2,27,False
27,64,1,8,9,0,6,1,27,False
27,65,2,0,1,6,9,2,27,False
27,66,3,7,1,8,9,3,27,False
27,67,7,4,2,5,9,7,27,False
27,68,2,5,3,4,7,2,27,False
27,69,8,0,4,9,1,8,27,False
27,70,8,0,1,7,9,8,27,False
27,71,0,9,1,7,8,0,27,False
27,72,2,6,0,9,4,2,27,False
27,73,9,0,7,2,1,9,27,False
27,74,3,5,1,0,7,3,27,False
27,75,3,5,7,6,4,3,27,False
27,76,8,0,4,7,9,8,27,False
27,77,1,9,0,6,3,1,27,False
27,78,1,9,5,4,8,1,27,False
27,79,7,5,4,2,8,7,27,False
27,80,2,3,6,4,7,2,27,False
27,81,5,7,9,3,2,5,27,False
27,82,2,3,7,5,9,2,27,False
27,83,7,3,4,0,9,7,27,False
27,84,0,1,4,8,9,0,27,False
27,85,3,6,2,5,1,3,27,False
27,86,4,7,5,2,3,4,27,False
27,87,0,2,8,6,4,0,27,False
27,88,0,2,6,9,1,0,27,False
27,89,4,7,5,3,2,4,27,False
27,90,5,4,7,3,8,5,27,False
27,91,1,9,7,8,3,1,27,False
27,92,1,9,3,7,2,1,27,False
27,93,4,6,2,3,5,4,27,False
27,94,2,6,3,4,5,2,27,False
27,95,1,9,8,0,6,1,27,False
27,96,4,0,7,1,9,4,27,False
27,97,3,6,2,7,0,2,27,False
27,98,1,9,7,3,4,1,27,False
27,99,3,5,0,1,9,5,27,False
28,0,3,5,1,6,2,3,28,False
28,1,8,1,0,9,3,8,28,False
28,2,8,1,9,0,2,8,28,False
28,3,0,8,9,3,1,0,28,False
28,4,6,2,3,4,1,6,28,False
28,5,6,3,5,4,2,6,28,False
28,6,1,9,3,0,5,1,28,False
28,7,6,2,5,0,9,6,28,False
28,8,3,5,4,7,6,3,28,False
28,9,1,9,8,3,6,1,28,False
28,10,0,3,4,5,2,0,28,False
28,11,9,1,7,0,8,9,28,False
28,12,4,5,6,7,3,5,28,False
28,13,7,3,5,2,4,7,28,False
28,14,9,1,7,3,8,9,28,False
28,15,8,1,6,5,0,8,28,False
28,16,5,7,3,6,4,5,28,False
28,17,7,9,4,1,2,7,28,False
28,18,8,9,1,0,6,8,28,False
28,19,6,2,9,8,1,6,28,False
28,20,7,5,0,9,3,7,28,False
28,21,0,2,3,9,6,0,28,False
28,22,4,6,3,2,8,4,28,False
28,23,9,1,3,0,7,9,28,False
28,24,5,3,4,7,9,5,28,False
28,25,2,3,5,0,4,2,28,False
28,26,4,3,5,7,6,4,28,False
28,27,0,6,2,9,7,0,28,False
28,28,9,1,0,6,8,9,28,False
28,29,6,4,2,5,7,6,28,False
28,30,6,5,1,3,4,6,28,False
28,31,5,3,6,4,2,5,28,False
28,32,4,8,2,9,6,4,28,False
28,33,5,6,4,3,2,5,28,False
28,34,9,0,1,8,7,9,28,False
28,35,3,2,1,8,9,2,28,False
28,36,4,7,5,3,6,4,28,False
28,37,1,9,0,8,3,1,28,False
28,38,9,1,8,6,3,9,28,False
28,39,5,4,2,6,3,5,28,False
28,40,4,2,7,0,9,4,28,False
28,41,6,3,5,1,2,6,28,False
28,42,5,3,7,2,1,5,28,False
28,43,6,2,5,3,8,6,28,False
28,44,0,1,7,9,2,0,28,False
28,45,9,1,0,3,7,9,28,False
28,46,3,6,5,4,2,3,28,False
28,47,9,1,8,0,3,9,28,False
28,48,7,5,4,1,6,7,28,False
28,49,6,0,7,4,5,6,28,False
28,50,9,1,0,3,8,9,28,False
28,51,8,4,6,9,7,8,28,False
28,52,2,7,3,0,1,0,28,False
28,53,3,5,6,4,2,3,28,False
28,54,8,0,1,9,4,8,28,False
28,55,8,9,2,0,5,8,28,False
28,56,7,5,3,4,2,7,28,False
28,57,7,3,5,6,9,7,28,False
28,58,5,7,4,3,2,4,28,False
28,59,3,5,6,1,0,6,28,False
28,60,7,5,3,4,1,7,28,False
28,61,5,3,6,7,4,3,28,False
28,62,3,1,9,2,5,3,28,False
28,63,2,6,4,9,7,2,28,False
28,64,1,8,9,0,6,1,28,False
28,65,2,0,1,6,9,2,28,False
28,66,3,7,1,8,9,3,28,False
28,67,7,4,2,5,9,7,28,False
28,68,2,5,3,4,7,2,28,False
28,69,8,0,4,9,1,8,28,False
28,70,8,0,1,7,9,8,28,False
28,71,0,9,1,7,8,0,28,False
28,72,2,6,0,9,4,2,28,False
28,73,9,0,7,2,1,9,28,False
28,74,3,5,1,0,7,3,28,False
28,75,3,5,7,6,4,3,28,False
28,76,8,0,4,7,9,8,28,False
28,77,1,9,0,6,3,1,28,False
28,78,1,9,5,4,8,1,28,False
28,79,7,5,4,2,8,7,28,False
28,80,2,3,6,4,7,2,28,False
28,81,5,7,9,3,2,5,28,False
28,82,2,3,7,5,9,2,28,False
28,83,7,3,4,0,9,7,28,False
28,84,0,1,4,8,9,0,28,False
28,85,3,6,2,5,1,3,28,False
28,86,4,7,5,2,3,4,28,False
28,87,0,2,8,6,4,0,28,False
28,88,0,2,6,9,1,0,28,False
28,89,4,7,5,3,2,4,28,False
28,90,5,4,7,3,8,5,28,False
28,91,1,9,7,8,3,1,28,False
28,92,1,9,3,7,2,1,28,False
28,93,4,6,2,3,5,4,28,False
28,94,2,6,3,4,5,2,28,False
28,95,1,9,8,0,6,1,28,False
28,96,4,0,7,1,9,4,28,False
28,97,3,6,2,7,0,2,28,False
28,98,1,9,7,3,4,1,28,False
28,99,3,5,0,1,9,5,28,False
29,0,3,5,1,6,2,3,29,False
29,1,8,1,0,9,3,8,29,False
29,2,8,1,9,0,2,8,29,False
29,3,0,8,9,3,1,0,29,False
29,4,6,2,3,4,1,6,29,False
29,5,6,3,5,4,2,6,29,False
29,6,1,9,3,0,5,1,29,False
29,7,6,2,5,0,9,6,29,False
29,8,3,5,4,7,6,3,29,False
29,9,1,9,8,3,6,1,29,False
29,10,0,3,4,5,2,0,29,False
29,11,9,1,7,0,8,9,29,False
29,12,4,5,6,7,3,5,29,False
29,13,7,3,5,2,4,7,29,False
29,14,9,1,7,3,8,9,29,False
29,15,8,1,6,5,0,8,29,False
29,16,5,7,3,6,4,5,29,False
29,17,7,9,4,1,2,7,29,False
29,18,8,9,1,0,6,8,29,False
29,19,6,2,9,8,1,6,29,False
29,20,7,5,0,9,3,7,29,False
29,21,0,2,3,9,6,0,29,False
29,22,4,6,3,2,8,4,29,False
29,23,9,1,3,0,7,9,29,False
29,24,5,3,4,7,9,5,29,False
29,25,2,3,5,0,4,2,29,False
29,26,4,3,5,7,6,4,29,False
29,27,0,6,2,9,7,0,29,False
29,28,9,1,0,6,8,9,29,False
29,29,6,4,2,5,7,6,29,False
29,30,6,5,1,3,4,6,29,False
29,31,5,3,6,4,2,5,29,False
29,32,4,8,2,9,6,4,29,False
29,33,5,6,4,3,2,5,29,False
29,34,9,0,1,8,7,9,29,False
29,35,3,2,1,8,9,2,29,False
29,36,4,7,5,3,6,4,29,False
29,37,1,9,0,8,3,1,29,False
29,38,9,1,8,6,3,9,29,False
29,39,5,4,2,6,3,5,29,False
29,40,4,2,7,0,9,4,29,False
29,41,6,3,5,1,2,6,29,False
29,42,5,3,7,2,1,5,29,False
29,43,6,2,5,3,8,6,29,False
29,44,0,1,7,9,2,0,29,False
29,45,9,1,0,3,7,9,29,False
29,46,3,6,5,4,2,3,29,False
29,47,9,1,8,0,3,9,29,False
29,48,7,5,4,1,6,7,29,False
29,49,6,0,7,4,5,6,29,False
29,50,9,1,0,3,8,9,29,False
29,51,8,4,6,9,7,8,29,False
29,52,2,7,3,0,1,0,29,False
29,53,3,5,6,4,2,3,29,False
29,54,8,0,1,9,4,8,29,False
29,55,8,9,2,0,5,8,29,False
29,56,7,5,3,4,2,7,29,False
29,57,7,3,5,6,9,7,29,False
29,58,5,7,4,3,2,4,29,False
29,59,3,5,6,1,0,6,29,False
29,60,7,5,3,4,1,7,29,False
29,61,5,3,6,7,4,3,29,False
29,62,3,1,9,2,5,3,29,False
29,63,2,6,4,9,7,2,29,False
29,64,1,8,9,0,6,1,29,False
29,65,2,0,1,6,9,2,29,False
29,66,3,7,1,8,9,3,29,False
29,67,7,4,2,5,9,7,29,False
29,68,2,5,3,4,7,2,29,False
29,69,8,0,4,9,1,8,29,False
29,70,8,0,1,7,9,8,29,False
29,71,0,9,1,7,8,0,29,False
29,72,2,6,0,9,4,2,29,False
29,73,9,0,7,2,1,9,29,False
29,74,3,5,1,0,7,3,29,False
29,75,3,5,7,6,4,3,29,False
29,76,8,0,4,7,9,8,29,False
29,77,1,9,0,6,3,1,29,False
29,78,1,9,5,4,8,1,29,False
29,79,7,5,4,2,8,7,29,False
29,80,2,3,6,4,7,2,29,False
29,81,5,7,9,3,2,5,29,False
29,82,2,3,7,5,9,2,29,False
29,83,7,3,4,0,9,7,29,False
29,84,0,1,4,8,9,0,29,False
29,85,3,6,2,5,1,3,29,False
29,86,4,7,5,2,3,4,29,False
29,87,0,2,8,6,4,0,29,False
29,88,0,2,6,9,1,0,29,False
29,89,4,7,5,3,2,4,29,False
29,90,5,4,7,3,8,5,29,False
29,91,1,9,7,8,3,1,29,False
29,92,1,9,3,7,2,1,29,False
29,93,4,6,2,3,5,4,29,False
29,94,2,6,3,4,5,2,29,False
29,95,1,9,8,0,6,1,29,False
29,96,4,0,7,1,9,4,29,False
29,97,3,6,2,7,0,2,29,False
29,98,1,9,7,3,4,1,29,False
29,99,3,5,0,1,9,5,29,False
30,0,0,2,3,7,1,3,30,False
30,1,1,0,3,2,5,8,30,False
30,2,1,2,0,3,9,8,30,False
30,3,1,0,2,3,8,0,30,False
30,4,0,1,2,7,9,6,30,False
30,5,1,3,8,2,0,6,30,False
30,6,0,1,2,3,7,1,30,False
30,7,2,3,1,0,9,6,30,False
30,8,2,0,3,1,5,3,30,False
30,9,1,2,3,0,8,1,30,False
30,10,1,3,2,0,9,0,30,False
30,11,0,2,3,7,1,9,30,False
30,12,0,2,3,7,1,5,30,False
30,13,0,1,2,3,4,7,30,False
30,14,0,1,2,7,9,9,30,False
30,15,0,2,3,7,1,8,30,False
30,16,0,2,3,7,1,5,30,False
30,17,0,2,3,7,1,7,30,False
30,18,1,2,0,3,5,8,30,False
30,19,0,2,3,7,1,6,30,False
30,20,0,1,2,7,9,7,30,False
30,21,0,1,3,7,8,0,30,False
30,22,0,2,3,7,1,4,30,False
30,23,0,1,2,3,7,9,30,False
30,24,1,3,2,0,8,5,30,False
30,25,0,2,3,7,1,2,30,False
30,26,0,2,3,7,1,4,30,False
30,27,1,2,3,0,8,0,30,False
30,28,0,2,3,7,1,9,30,False
30,29,0,2,3,7,1,6,30,False
30,30,0,2,3,7,1,6,30,False
30,31,2,0,3,1,8,5,30,False
30,32,1,2,3,0,9,4,30,False
30,33,0,2,3,7,1,5,30,False
30,34,0,2,3,7,1,9,30,False
30,35,0,1,2,7,9,2,30,False
30,36,1,3,2,0,8,4,30,False
30,37,1,0,2,3,9,1,30,False
30,38,0,2,3,7,1,9,30,False
30,39,0,2,3,7,1,5,30,False
30,40,0,2,3,7,1,4,30,False
30,41,0,1,2,7,9,6,30,False
30,42,0,1,2,4,5,5,30,False
30,43,0,2,3,7,1,6,30,False
30,44,0,2,3,7,1,0,30,False
30,45,1,0,3,2,9,9,30,False
30,46,0,2,3,7,1,3,30,False
30,47,0,1,2,7,9,9,30,False
30,48,2,1,3,0,8,7,30,False
30,49,1,2,3,0,9,6,30,False
30,50,0,2,3,7,1,9,30,False
30,51,1,2,3,0,8,8,30,False
30,52,0,2,3,7,1,0,30,False
30,53,0,2,3,7,1,3,30,False
30,54,2,0,1,5,3,8,30,False
30,55,1,2,0,3,5,8,30,False
30,56,0,1,2,3,5,7,30,False
30,57,0,1,2,4,5,7,30,False
30,58,1,2,3,0,9,4,30,False
30,59,1,3,2,0,8,6,30,False
30,60,3,2,1,8,0,7,30,False
30,61,0,1,2,7,9,3,30,False
30,62,0,2,3,7,1,3,30,False
30,63,0,1,2,7,9,2,30,False
30,64,0,2,3,7,1,1,30,False
30,65,1,3,2,0,9,2,30,False
30,66,0,1,2,7,9,3,30,False
30,67,1,2,0,9,3,7,30,False
30,68,1,3,2,8,0,2,30,False
30,69,1,3,2,0,8,8,30,False
30,70,0,1,2,3,9,8,30,False
30,71,0,2,3,7,1,0,30,False
30,72,2,1,3,0,8,2,30,False
30,73,0,2,3,7,1,9,30,False
30,74,0,2,3,7,1,3,30,False
30,75,0,1,2,4,5,3,30,False
30,76,2,1,0,3,5,8,30,False
30,77,0,1,2,7,9,1,30,False
30,78,0,2,3,7,1,1,30,False
30,79,3,1,2,8,0,7,30,False
30,80,3,1,2,0,5,2,30,False
30,81,0,1,2,7,9,5,30,False
30,82,0,2,3,7,1,2,30,False
30,83,0,3,1,2,8,7,30,False
30,84,0,2,3,7,1,0,30,False
30,85,0,2,3,7,1,3,30,False
30,86,0,2,3,7,1,4,30,False
30,87,1,0,2,3,8,0,30,False
30,88,0,2,3,7,1,0,30,False
30,89,3,2,1,8,0,4,30,False
30,90,2,3,1,0,8,5,30,False
30,91,0,1,2,3,7,1,30,False
30,92,0,2,3,7,1,1,30,False
30,93,3,1,2,0,8,4,30,False
30,94,2,0,1,3,9,2,30,False
30,95,3,1,2,0,8,1,30,False
30,96,0,2,3,7,1,4,30,False
30,97,0,1,2,4,5,2,30,False
30,98,0,2,3,7,1,1,30,False
30,99,0,2,3,7,1,5,30,False
31,0,3,5,1,6,2,3,0,False
31,1,8,1,0,9,3,8,0,False
31,2,8,1,9,0,2,8,0,False
31,3,0,8,9,3,1,0,0,False
31,4,6,2,3,4,1,6,0,False
31,5,6,3,5,4,2,6,0,False
31,6,1,9,3,0,5,1,0,False
31,7,6,2,5,0,9,6,0,False
31,8,3,5,4,7,6,3,0,False
31,9,1,9,8,3,6,1,0,False
31,10,0,3,4,5,2,0,0,False
31,11,9,1,7,8,0,9,0,False
31,12,4,5,6,7,3,5,0,False
31,13,7,3,5,2,4,7,0,False
31,14,9,1,7,8,3,9,0,False
31,15,8,1,6,5,0,8,0,False
31,16,5,7,3,6,4,5,0,False
31,17,7,9,4,1,2,7,0,False
31,18,8,9,1,0,6,8,0,False
31,19,6,2,9,8,1,6,0,False
31,20,7,5,0,9,3,7,0,False
31,21,0,2,3,9,6,0,0,False
31,22,4,6,3,2,8,4,0,False
31,23,9,1,3,0,7,9,0,False
31,24,5,3,4,7,9,5,0,False
31,25,2,3,5,0,4,2,0,False
31,26,4,3,5,7,6,4,0,False
31,27,0,6,2,9,7,0,0,False
31,28,9,1,0,8,6,9,0,False
31,29,6,4,2,7,5,6,0,False
31,30,6,5,1,3,4,6,0,False
31,31,5,3,6,4,2,5,0,False
31,32,4,8,2,9,6,4,0,False
31,33,5,6,4,3,2,5,0,False
31,34,9,0,1,8,7,9,0,False
31,35,3,2,1,8,9,2,0,False
31,36,4,7,5,3,6,4,0,False
31,37,1,9,0,8,3,1,0,False
31,38,9,1,8,6,3,9,0,False
31,39,5,4,2,6,3,5,0,False
31,40,4,2,7,0,9,4,0,False
31,41,6,3,5,1,2,6,0,False
31,42,5,3,7,2,1,5,0,False
31,43,6,2,5,3,8,6,0,False
31,44,0,1,7,9,2,0,0,False
31,45,9,1,0,3,7,9,0,False
31,46,3,6,5,4,2,3,0,False
31,47,9,8,1,0,3,9,0,False
31,48,7,5,4,1,3,7,0,False
31,49,6,0,7,4,5,6,0,False
31,50,9,1,0,3,8,9,0,False
31,51,8,4,6,9,7,8,0,False
31,52,2,7,3,0,1,0,0,False
31,53,3,5,6,4,2,3,0,False
31,54,8,0,1,9,4,8,0,False
31,55,8,9,2,0,5,8,0,False
31,56,7,5,3,2,4,7,0,False
31,57,7,3,5,6,9,7,0,False
31,58,5,7,4,2,3,4,0,False
31,59,3,5,6,1,0,6,0,False
31,60,7,5,3,4,1,7,0,False
31,61,5,3,6,7,4,3,0,False
31,62,3,1,9,2,5,3,0,False
31,63,2,6,4,9,7,2,0,False
31,64,1,8,9,0,6,1,0,False
31,65,2,0,1,6,9,2,0,False
31,66,3,7,1,8,9,3,0,False
31,67,7,4,2,5,9,7,0,False
31,68,2,5,4,3,7,2,0,False
31,69,8,0,4,9,1,8,0,False
31,70,8,0,1,7,9,8,0,False
31,71,0,9,1,7,8,0,0,False
31,72,2,6,0,9,4,2,0,False
31,73,9,0,2,7,1,9,0,False
31,74,3,5,1,0,7,3,0,False
31,75,3,5,7,6,4,3,0,False
31,76,8,0,4,7,9,8,0,False
31,77,1,9,0,6,3,1,0,False
31,78,1,9,5,4,8,1,0,False
31,79,7,5,4,2,8,7,0,False
31,80,2,3,6,4,7,2,0,False
31,81,5,7,9,3,2,5,0,False
31,82,2,3,7,5,9,2,0,False
31,83,7,3,4,0,9,7,0,False
31,84,0,1,4,8,9,0,0,False
31,85,3,6,2,5,1,3,0,False
31,86,4,7,5,2,3,4,0,False
31,87,0,2,8,6,4,0,0,False
31,88,0,2,6,9,1,0,0,False
31,89,4,7,5,3,2,4,0,False
31,90,5,4,7,3,8,5,0,False
31,91,1,9,7,8,3,1,0,False
31,92,1,9,3,7,2,1,0,False
31,93,4,6,2,3,5,4,0,False
31,94,2,6,3,4,5,2,0,False
31,95,1,9,8,0,6,1,0,False
31,96,4,0,7,1,9,4,0,False
31,97,3,6,2,7,0,2,0,False
31,98,1,9,7,3,4,1,0,False
31,99,3,5,0,1,9,5,0,False
32,0,3,5,1,6,2,3,1,False
32,1,8,1,0,9,3,8,1,False
32,2,8,1,9,0,2,8,1,False
32,3,0,8,9,3,1,0,1,False
32,4,6,2,3,4,1,6,1,False
32,5,6,3,5,4,2,6,1,False
32,6,1,9,3,0,5,1,1,False
32,7,6,2,5,0,9,6,1,False
32,8,3,5,4,7,6,3,1,False
32,9,1,9,8,3,6,1,1,False
32,10,0,3,4,5,2,0,1,False
32,11,9,1,7,8,0,9,1,False
32,12,4,5,6,7,3,5,1,False
32,13,7,3,5,2,4,7,1,False
32,14,9,1,7,8,3,9,1,False
32,15,8,1,6,5,0,8,1,False
32,16,5,7,3,6,4,5,1,False
32,17,7,9,4,1,2,7,1,False
32,18,8,9,1,0,6,8,1,False
32,19,6,2,9,8,1,6,1,False
32,20,7,5,0,9,3,7,1,False
32,21,0,2,3,9,6,0,1,False
32,22,4,6,3,2,8,4,1,False
32,23,9,1,3,0,7,9,1,False
32,24,5,3,4,7,9,5,1,False
32,25,2,3,5,0,4,2,1,False
32,26,4,3,5,7,6,4,1,False
32,27,0,6,2,9,7,0,1,False
32,28,9,1,0,8,6,9,1,False
32,29,6,4,2,7,5,6,1,False
32,30,6,5,1,3,4,6,1,False
32,31,5,3,6,4,2,5,1,False
32,32,4,8,2,9,6,4,1,False
32,33,5,6,4,3,2,5,1,False
32,34,9,0,1,8,7,9,1,False
32,35,3,2,1,8,9,2,1,False
32,36,4,7,5,3,6,4,1,False
32,37,1,9,0,8,3,1,1,False
32,38,9,1,8,6,3,9,1,False
32,39,5,4,2,6,3,5,1,False
32,40,4,2,7,0,9,4,1,False
32,41,6,3,5,1,2,6,1,False
32,42,5,3,7,2,1,5,1,False
32,43,6,2,5,3,8,6,1,False
32,44,0,1,7,9,2,0,1,False
32,45,9,1,0,3,7,9,1,False
32,46,3,6,5,4,2,3,1,False
32,47,9,8,1,0,3,9,1,False
32,48,7,5,4,1,3,7,1,False
32,49,6,0,7,4,5,6,1,False
32,50,9,1,0,3,8,9,1,False
32,51,8,4,6,9,7,8,1,False
32,52,2,7,3,0,1,0,1,False
32,53,3,5,6,4,2,3,1,False
32,54,8,0,1,9,4,8,1,False
32,55,8,9,2,0,5,8,1,False
32,56,7,5,3,2,4,7,1,False
32,57,7,3,5,6,9,7,1,False
32,58,5,7,4,2,3,4,1,False
32,59,3,5,6,1,0,6,1,False
32,60,7,5,3,4,1,7,1,False
32,61,5,3,6,7,4,3,1,False
32,62,3,1,9,2,5,3,1,False
32,63,2,6,4,9,7,2,1,False
32,64,1,8,9,0,6,1,1,False
32,65,2,0,1,6,9,2,1,False
32,66,3,7,1,8,9,3,1,False
32,67,7,4,2,5,9,7,1,False
32,68,2,5,4,3,7,2,1,False
32,69,8,0,4,9,1,8,1,False
32,70,8,0,1,7,9,8,1,False
32,71,0,9,1,7,8,0,1,False
32,72,2,6,0,9,4,2,1,False
32,73,9,0,2,7,1,9,1,False
32,74,3,5,1,0,7,3,1,False
32,75,3,5,7,6,4,3,1,False
32,76,8,0,4,7,9,8,1,False
32,77,1,9,0,6,3,1,1,False
32,78,1,9,5,4,8,1,1,False
32,79,7,5,4,2,8,7,1,False
32,80,2,3,6,4,7,2,1,False
32,81,5,7,9,3,2,5,1,False
32,82,2,3,7,5,9,2,1,False
32,83,7,3,4,0,9,7,1,False
32,84,0,1,4,8,9,0,1,False
32,85,3,6,2,5,1,3,1,False
32,86,4,7,5,2,3,4,1,False
32,87,0,2,8,6,4,0,1,False
32,88,0,2,6,9,1,0,1,False
32,89,4,7,5,3,2,4,1,False
32,90,5,4,7,3,8,5,1,False
32,91,1,9,7,8,3,1,1,False
32,92,1,9,3,7,2,1,1,False
32,93,4,6,2,3,5,4,1,False
32,94,2,6,3,4,5,2,1,False
32,95,1,9,8,0,6,1,1,False
32,96,4,0,7,1,9,4,1,False
32,97,3,6,2,7,0,2,1,False
32,98,1,9,7,3,4,1,1,False
32,99,3,5,0,1,9,5,1,False
33,0,3,5,1,6,2,3,2,False
33,1,8,1,0,9,3,8,2,False
33,2,8,1,9,0,2,8,2,False
33,3,0,8,9,3,1,0,2,False
33,4,6,2,3,4,1,6,2,False
33,5,6,3,5,4,2,6,2,False
33,6,1,9,3,0,5,1,2,False
33,7,6,2,5,0,9,6,2,False
33,8,3,5,4,7,6,3,2,False
33,9,1,9,8,3,6,1,2,False
33,10,0,3,4,5,2,0,2,False
33,11,9,1,7,8,0,9,2,False
33,12,4,5,6,7,3,5,2,False
33,13,7,3,5,2,4,7,2,False
33,14,9,1,7,8,3,9,2,False
33,15,8,1,6,5,0,8,2,False
33,16,5,7,3,6,4,5,2,False
33,17,7,9,4,1,2,7,2,False
33,18,8,9,1,0,6,8,2,False
33,19,6,2,9,8,1,6,2,False
33,20,7,5,0,9,3,7,2,False
33,21,0,2,3,9,6,0,2,False
33,22,4,6,3,2,8,4,2,False
33,23,9,1,3,0,7,9,2,False
33,24,5,3,4,7,9,5,2,False
33,25,2,3,5,0,4,2,2,False
33,26,4,3,5,7,6,4,2,False
33,27,0,6,2,9,7,0,2,False
33,28,9,1,0,8,6,9,2,False
33,29,6,4,2,7,5,6,2,False
33,30,6,5,1,3,4,6,2,False
33,31,5,3,6,4,2,5,2,False
33,32,4,8,2,9,6,4,2,False
33,33,5,6,4,3,2,5,2,False
33,34,9,0,1,8,7,9,2,False
33,35,3,2,1,8,9,2,2,False
33,36,4,7,5,3,6,4,2,False
33,37,1,9,0,8,3,1,2,False
33,38,9,1,8,6,3,9,2,False
33,39,5,4,2,6,3,5,2,False
33,40,4,2,7,0,9,4,2,False
33,41,6,3,5,1,2,6,2,False
33,42,5,3,7,2,1,5,2,False
33,43,6,2,5,3,8,6,2,False
33,44,0,1,7,9,2,0,2,False
33,45,9,1,0,3,7,9,2,False
33,46,3,6,5,4,2,3,2,False
33,47,9,8,1,0,3,9,2,False
33,48,7,5,4,1,3,7,2,False
33,49,6,0,7,4,5,6,2,False
33,50,9,1,0,3,8,9,2,False
33,51,8,4,6,9,7,8,2,False
33,52,2,7,3,0,1,0,2,False
33,53,3,5,6,4,2,3,2,False
33,54,8,0,1,9,4,8,2,False
33,55,8,9,2,0,5,8,2,False
33,56,7,5,3,2,4,7,2,False
33,57,7,3,5,6,9,7,2,False
33,58,5,7,4,2,3,4,2,False
33,59,3,5,6,1,0,6,2,False
33,60,7,5,3,4,1,7,2,False
33,61,5,3,6,7,4,3,2,False
33,62,3,1,9,2,5,3,2,False
33,63,2,6,4,9,7,2,2,False
33,64,1,8,9,0,6,1,2,False
33,65,2,0,1,6,9,2,2,False
33,66,3,7,1,8,9,3,2,False
33,67,7,4,2,5,9,7,2,False
33,68,2,5,4,3,7,2,2,False
33,69,8,0,4,9,1,8,2,False
33,70,8,0,1,7,9,8,2,False
33,71,0,9,1,7,8,0,2,False
33,72,2,6,0,9,4,2,2,False
33,73,9,0,2,7,1,9,2,False
33,74,3,5,1,0,7,3,2,False
33,75,3,5,7,6,4,3,2,False
33,76,8,0,4,7,9,8,2,False
33,77,1,9,0,6,3,1,2,False
33,78,1,9,5,4,8,1,2,False
33,79,7,5,4,2,8,7,2,False
33,80,2,3,6,4,7,2,2,False
33,81,5,7,9,3,2,5,2,False
33,82,2,3,7,5,9,2,2,False
33,83,7,3,4,0,9,7,2,False
33,84,0,1,4,8,9,0,2,False
33,85,3,6,2,5,1,3,2,False
33,86,4,7,5,2,3,4,2,False
33,87,0,2,8,6,4,0,2,False
33,88,0,2,6,9,1,0,2,False
33,89,4,7,5,3,2,4,2,False
33,90,5,4,7,3,8,5,2,False
33,91,1,9,7,8,3,1,2,False
33,92,1,9,3,7,2,1,2,False
33,93,4,6,2,3,5,4,2,False
33,94,2,6,3,4,5,2,2,False
33,95,1,9,8,0,6,1,2,False
33,96,4,0,7,1,9,4,2,False
33,97,3,6,2,7,0,2,2,False
33,98,1,9,7,3,4,1,2,False
33,99,3,5,0,1,9,5,2,False
34,0,3,5,1,6,2,3,3,False
34,1,8,1,0,9,3,8,3,False
34,2,8,1,9,0,2,8,3,False
34,3,0,8,9,3,1,0,3,False
34,4,6,2,3,4,1,6,3,False
34,5,6,3,5,4,2,6,3,False
34,6,1,9,3,0,5,1,3,False
34,7,6,2,5,0,9,6,3,False
34,8,3,5,4,7,6,3,3,False
34,9,1,9,8,3,6,1,3,False
34,10,0,3,4,5,2,0,3,False
34,11,9,1,7,8,0,9,3,False
34,12,4,5,6,7,3,5,3,False
34,13,7,3,5,2,4,7,3,False
34,14,9,1,7,8,3,9,3,False
34,15,8,1,6,5,0,8,3,False
34,16,5,7,3,6,4,5,3,False
34,17,7,9,4,1,2,7,3,False
34,18,8,9,1,0,6,8,3,False
34,19,6,2,9,8,1,6,3,False
34,20,7,5,0,9,3,7,3,False
34,21,0,2,3,9,6,0,3,False
34,22,4,6,3,2,8,4,3,False
34,23,9,1,3,0,7,9,3,False
34,24,5,3,4,7,9,5,3,False
34,25,2,3,5,0,4,2,3,False
34,26,4,3,5,7,6,4,3,False
34,27,0,6,2,9,7,0,3,False
34,28,9,1,0,8,6,9,3,False
34,29,6,4,2,7,5,6,3,False
34,30,6,5,1,3,4,6,3,False
34,31,5,3,6,4,2,5,3,False
34,32,4,8,2,9,6,4,3,False
34,33,5,6,4,3,2,5,3,False
34,34,9,0,1,8,7,9,3,False
34,35,3,2,1,8,9,2,3,False
34,36,4,7,5,3,6,4,3,False
34,37,1,9,0,8,3,1,3,False
34,38,9,1,8,6,3,9,3,False
34,39,5,4,2,6,3,5,3,False
34,40,4,2,7,0,9,4,3,False
34,41,6,3,5,1,2,6,3,False
34,42,5,3,7,2,1,5,3,False
34,43,6,2,5,3,8,6,3,False
34,44,0,1,7,9,2,0,3,False
34,45,9,1,0,3,7,9,3,False
